trial,subID,sim_choice,sim_attack,k
1,109,"[5, 7, 5, 4, 7, 6, 7, 4, 6, 4]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1
1,110,"[6, 6, 7, 5, 8, 7, 7, 8, 7, 8]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1
1,111,"[6, 7, 7, 5, 6, 3, 7, 6, 6, 4]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1
1,112,"[3, 6, 6, 7, 7, 5, 3, 6, 4, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,113,"[6, 7, 4, 7, 8, 7, 6, 4, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1
1,114,"[7, 9, 6, 7, 7, 7, 6, 8, 7, 6]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",1
1,115,"[5, 3, 6, 6, 7, 4, 7, 5, 7, 6]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]",1
1,116,"[7, 7, 3, 7, 5, 6, 1, 3, 5, 6]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",1
1,117,"[5, 6, 7, 4, 6, 7, 8, 8, 7, 6]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1
1,118,"[7, 7, 7, 8, 7, 7, 8, 6, 7, 7]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",1
1,119,"[6, 8, 8, 8, 7, 8, 8, 6, 8, 7]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 1]",1
1,120,"[6, 8, 4, 6, 5, 6, 5, 7, 6, 8]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 0]",1
1,121,"[5, 6, 2, 8, 4, 6, 3, 2, 3, 6]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1
1,122,"[8, 8, 7, 8, 8, 7, 8, 8, 7, 6]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",1
1,123,"[4, 7, 2, 2, 5, 7, 4, 7, 6, 4]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",1
1,124,"[6, 6, 8, 8, 6, 6, 6, 5, 4, 6]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1
1,125,"[2, 2, 4, 5, 5, 5, 5, 7, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1
1,126,"[7, 8, 6, 7, 5, 8, 6, 6, 7, 7]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",1
1,127,"[7, 8, 7, 8, 8, 7, 8, 7, 8, 4]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,128,"[8, 5, 8, 7, 7, 6, 5, 6, 7, 8]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
1,129,"[7, 6, 4, 5, 4, 4, 6, 6, 5, 6]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,130,"[4, 4, 7, 4, 4, 4, 3, 4, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
1,131,"[7, 5, 6, 8, 6, 6, 3, 6, 4, 4]","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",1
1,132,"[7, 8, 7, 5, 8, 7, 8, 5, 7, 7]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1
1,133,"[3, 1, 3, 3, 6, 2, 4, 5, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,134,"[8, 4, 5, 5, 7, 7, 7, 5, 6, 8]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1
1,135,"[4, 6, 4, 4, 3, 6, 4, 6, 5, 6]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
1,136,"[7, 7, 6, 5, 8, 8, 2, 6, 6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,137,"[7, 8, 7, 7, 6, 4, 8, 8, 7, 8]","[0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",1
1,138,"[7, 7, 7, 6, 7, 7, 7, 8, 7, 5]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1
1,139,"[1, 2, 3, 2, 2, 2, 1, 5, 9, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
