subID,alpha,theta,gamma,w,nll_idv,nll_grp
117,0.46,0.75,0.75,0.73,160.61925856677104,50.2284727076944
118,0.0,1.15,0.0,0.5,299.4515147394169,74.94365834277825
119,0.13,0.82,1.0,0.77,266.6540178935228,65.0788451875252
120,0.0,0.88,0.0,0.0,346.56267068227,97.49125301208375
122,0.49,0.72,0.83,1.0,149.3035648866772,36.956833614213934
123,0.22,0.58,0.8,0.19,226.8748850258728,91.93257762775312
124,0.17,0.87,0.0,0.37,274.0944642128653,100.24485378149011
125,0.08,0.64,0.84,1.0,284.8848375498691,44.248393151706395
126,0.13,0.77,0.48,0.48,227.45996494487082,94.3209928513088
127,0.39,0.98,0.66,0.84,220.82713896407677,47.944950126223574
129,0.18,0.6,0.87,0.08,270.1988338312103,99.96051530703245
130,0.42,1.5,0.52,-0.04,84.69687138397364,58.238169237458074
131,0.43,1.12,0.74,-0.54,114.94983920796422,80.91147751108282
132,0.17,0.5,0.88,-0.04,224.7985877746927,76.77123736199928
133,0.18,0.45,0.0,0.72,368.6934891623537,68.39184583733967
134,0.74,0.72,0.77,0.59,248.61824448740828,61.342042671639106
137,0.09,0.47,0.6,0.0,244.97990741667508,89.51401300528573
138,0.35,0.59,0.6,1.0,247.01862797166805,38.578200585334464
140,0.5,0.82,0.82,0.07,179.5527757844951,66.37145273538627
141,0.08,0.23,0.88,0.26,234.87463984613728,86.10351853522054
142,0.32,0.16,1.0,0.48,212.30279177968703,117.22954284583354
143,0.61,0.72,0.78,0.56,178.13052257312935,64.84064416482872
144,0.3,0.73,0.86,0.57,253.77740614813138,79.7877383668974
145,0.18,1.43,0.36,0.1,158.71390574657153,70.40558761176254
146,0.08,1.36,0.8,0.93,249.77022819505683,53.356887948391304
147,0.03,0.6,0.1,0.45,262.70680831877564,102.68357447302564
148,0.09,0.72,0.0,0.48,230.1478954387388,81.78164267487672
150,0.31,0.84,0.6,0.42,274.08408997746255,73.99295892570247
151,0.8,0.61,0.82,-0.12,137.01768165152635,65.17167132908641
152,0.52,0.24,0.95,0.05,201.75107818370185,83.02676590341342
153,0.71,0.8,0.72,0.49,213.2034678591472,64.27785947890095
154,0.32,0.41,0.93,0.65,260.027689856656,81.44202901140841
155,0.1,0.78,0.1,0.52,349.290690801242,116.64815435989117
157,0.38,0.88,0.79,0.13,170.30589419619423,62.987636568244916
158,0.69,1.32,0.72,0.6,152.71144317538614,24.92332242291936
160,0.1,0.77,0.0,0.08,229.2321498350116,74.14676810270248
161,0.68,0.32,0.94,0.53,137.6535798530621,52.93097001638388
163,0.74,0.47,0.63,0.5,304.924387800847,161.21292215366984
164,0.09,1.3,0.0,-0.68,399.0584891009966,108.11713374767811
165,0.33,0.54,0.22,0.62,271.58809018238617,78.86149561520902
166,0.09,0.66,0.0,0.45,405.88927781410297,109.17692041564746
167,0.21,0.88,0.0,0.98,460.31556816742204,55.711044415656964
168,0.08,0.65,1.0,0.1,325.454456453346,92.36766488229212
169,0.0,0.93,0.0,0.0,299.07619313421657,103.53576673665064
170,0.17,0.88,0.0,0.1,291.2010074818404,57.8440190524236
171,0.17,0.62,0.0,0.37,332.88250026509166,123.18270559058114
172,0.32,0.43,0.97,-0.28,218.6858516954411,110.57698689244704
173,1.0,0.84,0.57,0.4,116.28097173359451,138.17988578241489
174,0.32,0.8,0.87,0.39,208.61820630425396,95.30996505812081
175,0.32,0.16,0.97,0.76,213.8252711318809,47.03124916357088
176,0.0,0.46,0.0,0.62,329.86386037177476,113.50799844902805
177,0.38,0.0,0.0,0.53,292.48974098965056,92.7672428732313
178,0.26,1.25,0.64,0.13,184.95382017103816,116.73474831538884
179,0.1,0.84,0.22,0.36,330.2071262802153,83.94350109652962
180,0.2,1.05,0.73,0.76,262.9836189294185,81.55677087292518
181,0.91,0.43,0.82,0.38,184.13868859841423,130.89342560427878
182,0.25,0.0,0.16,0.64,312.10646368834085,96.81863452154447
184,0.48,0.53,0.7,0.45,220.4239616294677,83.1024377095314
185,0.0,0.77,0.0,0.4,357.48021584533933,127.79769834116102
187,0.21,0.5,0.88,0.41,219.7104106839654,82.44957528161005
188,0.21,1.0,0.1,0.63,223.79740508283433,53.8040038040881
189,0.54,0.73,0.4,0.51,186.72512386844923,60.44614928693756
190,0.23,0.54,0.28,0.23,217.4473243201197,144.11899559803052
192,0.49,0.43,0.7,0.9,273.6681490572051,68.2474847872598
193,0.19,0.9,0.02,0.58,386.6783040086431,111.97723280191354
194,0.43,0.61,0.62,0.03,160.46862983766724,115.48004803662279
195,0.04,0.36,0.1,-0.17,269.017473344119,114.8236365817485
196,0.51,0.2,0.99,0.0,161.3510011084139,65.64124067983161
198,0.0,0.53,0.0,0.0,286.3314775574364,105.64328693078932
201,0.35,0.74,0.87,-0.12,189.1898188817383,60.84688257039203
203,0.19,0.34,0.5,0.63,259.05275009507204,82.32971226518752
204,0.17,0.8,0.0,0.84,248.57271682927183,65.7469214059956
205,0.09,1.12,0.71,0.87,327.8200047709849,81.07035632926409
206,0.12,0.58,0.02,0.49,231.1320988739931,44.742761657155754
207,0.41,0.8,0.87,0.83,224.53630268811048,51.967263053914515
208,0.11,0.81,0.0,0.49,342.71443205992756,69.60917981818828
209,0.21,0.39,1.0,0.49,292.50379300631727,131.13407176156596
109,0.55,0.7,0.86,0.0,200.9462122631917,68.95112649862833
