,attack,attackProb,attackRange,choice,currProb,predatorType,reward,round,rt,totMoney,trial,subID
13837,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,24,2.850999116897583,315,24,115
13838,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,25,1.5019996166229248,324,25,115
13839,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,26,1.984999418258667,314,26,115
13840,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,27,2.117999315261841,304,27,115
13841,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,28,1.919999361038208,313,28,115
13842,FALSE,4.800000190734863,7,2,0,1,4,29,2.853998661,317,29,115
13843,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,3,2.951998472213745,31,3,115
13844,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,30,1.2519999742507937,326,30,115
13845,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,31,11.695006370544434,316,31,115
13846,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,32,2.917998790740967,365,32,115
13847,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,33,3.0499985218048096,355,33,115
13848,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,34,2.3859989643096924,404,34,115
13849,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,35,1.766999602,420,35,115
13850,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,36,1.403999686,429,36,115
13851,FALSE,4.800000190734863,7,2,0,1,4,37,12.23200798034668,433,37,115
13852,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,38,1.8349995613098145,482,38,115
13853,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,39,1.636999487876892,472,39,115
13854,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,4,2.5179989337921143,67,4,115
13855,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,40,3.3699982166290283,488,40,115
13856,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,41,2.1199989318847656,513,41,115
13857,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,42,2.068999528884888,503,42,115
13858,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,43,2.832998514175415,512,43,115
13859,FALSE,4.800000190734863,7,2,0,1,4,44,1.4029995203018188,516,44,115
13860,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,45,1.7379993200302124,532,45,115
13861,FALSE,2.5999999046325684,7,9,0.6499999761581421,0,81,46,1.981999397277832,613,46,115
13862,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,47,1.6009998321533203,629,47,115
13863,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,48,4.516998767852783,645,48,115
13864,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,49,1.8209997415542605,635,49,115
13865,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,5,3.167998075485229,76,5,115
13866,TRUE,2.5999999046325684,7,9,0.6499999761581421,0,-10,50,4.333997726,625,50,115
13867,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,51,1.801999807357788,615,51,115
13868,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,52,1.5019997358322144,605,52,115
13869,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,53,3.052998304367065,614,53,115
13870,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,54,3.133998394012451,623,54,115
13871,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,55,1.4210000038146973,632,55,115
13872,TRUE,2.5999999046325684,7,8,0.5264999270439148,0,-10,56,1.9679992198944087,622,56,115
13873,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,57,1.2359999418258667,631,57,115
13874,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,58,7.985008716583252,621,58,115
13875,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,59,1.6719995737075806,611,59,115
13876,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,6,3.882997989654541,85,6,115
13877,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,60,2.118999481201172,627,60,115
13878,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,61,1.5349996089935305,652,61,115
13879,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,62,1.8309992551803589,688,62,115
13880,TRUE,2.5999999046325684,7,8,0.5264999270439148,0,-10,63,2.699998617172241,678,63,115
13881,FALSE,4.800000190734863,7,5,0.4320000410079956,1,25,64,3.4829981327056885,703,64,115
13882,FALSE,4.800000190734863,7,5,0.4320000410079956,1,25,65,1.6340000629425049,728,65,115
13883,TRUE,2.5999999046325684,7,9,0.6499999761581421,0,-10,66,3.034998655319214,718,66,115
13884,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,67,1.251999855041504,743,67,115
13885,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,68,1.7519992589950562,733,68,115
13886,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,69,3.068998575210572,782,69,115
13887,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,7,3.1689987182617188,101,7,115
13888,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,70,2.283998966217041,831,70,115
13889,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,71,1.5029999017715454,840,71,115
13890,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,72,1.5989996194839478,830,72,115
13891,TRUE,2.5999999046325684,7,9,0.6499999761581421,0,-10,73,3.0669984817504883,820,73,115
