,block,trial,room,subID,attack,selfBlame,jointMoney,partnerStep,playerStep,prediction,step_rt,predatorType,player_partner_diff,finalStep,playerID,confidence,partnerBlame,abs_pred_error,predator,outcome,abs_player_pred_diff,log_step_rt,partner_changed,partner_changed_rel,player_change,future_step_rt,player_change_rel
13879,1,23,121,235,False,0.5,50,5,5,4,1.816999673843384,0,0,5,1,80,0.5,1,safe,harvest,1,0.5971866099112024,0.0,0.0,0.0,1.366999626159668,-0.0
13882,1,24,121,234,False,0.5,50,5,5,5,1.8501018285751345,0,0,5,0,70,0.5,0,safe,harvest,0,0.6152406800484977,0.0,0.0,0.0,1.866601705551148,-0.0
13883,1,24,121,235,False,0.5,50,5,5,4,1.366999626159668,0,0,5,1,80,0.5,1,safe,harvest,1,0.31261828426676996,0.0,0.0,0.0,1.3499999046325684,-0.0
13886,1,25,121,234,False,0.5,50,5,5,5,1.866601705551148,0,0,5,0,70,0.5,0,safe,harvest,0,0.6241195078698397,0.0,0.0,0.0,1.4667006731033323,-0.0
13887,1,25,121,235,False,0.5,50,5,5,4,1.3499999046325684,0,0,5,1,80,0.5,1,safe,harvest,1,0.3001045218077936,0.0,0.0,0.0,1.8339992761611936,-0.0
13890,1,26,121,234,False,0.5,50,5,5,5,1.4667006731033323,0,0,5,0,70,0.5,0,safe,harvest,0,0.3830154381941273,0.0,0.0,0.0,1.7842010259628296,-0.0
13891,1,26,121,235,False,0.5,50,5,5,4,1.8339992761611936,0,0,5,1,80,0.5,1,safe,harvest,1,0.6064989791565473,0.0,0.0,0.0,1.4169996976852417,-0.0
13894,1,27,121,234,False,0.5,50,5,5,5,1.7842010259628296,0,0,5,0,70,0.5,0,safe,harvest,0,0.578970710524188,0.0,0.0,0.0,1.9832018613815308,-0.0
13895,1,27,121,235,False,0.5,50,5,5,4,1.4169996976852417,0,0,5,1,80,0.5,1,safe,harvest,1,0.3485417473600673,0.0,0.0,0.0,1.4329997301101685,-0.0
13898,1,28,121,234,False,0.5,50,5,5,5,1.9832018613815308,0,0,5,0,70,0.5,0,safe,harvest,0,0.6847126403131969,0.0,0.0,0.0,1.3834011554718018,-0.0
13899,1,28,121,235,False,0.5,50,5,5,4,1.4329997301101685,0,0,5,1,80,0.5,1,safe,harvest,1,0.35976996050698595,0.0,0.0,0.0,1.633999586105347,-0.0
13902,1,29,121,234,False,0.5,50,5,5,5,1.3834011554718018,0,0,5,0,70,0.5,0,safe,harvest,0,0.3245450724245665,0.0,0.0,0.0,1.5000011920928955,-0.0
13903,1,29,121,235,False,0.5,50,5,5,4,1.633999586105347,0,0,5,1,80,0.5,1,safe,harvest,1,0.49103074313627776,0.0,0.0,0.0,3.382998228,-0.0
13792,2,1,121,234,False,0.5,18,3,3,3,1.600001096725464,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.4700043146989157,,,0.0,1.1499007940292358,-0.0
13793,2,1,121,235,False,0.5,18,3,3,3,1.0159999132156372,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.015873263738606588,,,1.0,1.3159997463226318,-0.0
13796,2,2,121,234,True,0.25,-20,4,3,3,1.1499007940292358,1,-1,4,0,70,0.5,1,dangerous,captured,0,0.13967567259249394,1.0,0.0,0.0,1.2001004219055176,0.0
13797,2,2,121,235,True,0.5,-20,3,4,3,1.3159997463226318,1,1,4,1,80,0.25,0,dangerous,captured,1,0.2745966401391493,0.0,0.0,-1.0,0.9669999480247498,1.0
13800,2,3,121,234,False,0.5,18,3,3,3,1.2001004219055176,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.1824052382138316,-1.0,1.0,0.0,0.983400583,-0.0
13801,2,3,121,235,False,0.5,18,3,3,3,0.9669999480247498,1,0,3,1,80,0.5,0,dangerous,harvest,0,-0.033556837277810295,0.0,0.0,0.0,0.8819999098777771,-0.0
13804,2,4,121,234,False,0.5,18,3,3,3,0.983400583,1,0,3,0,70,0.5,0,dangerous,harvest,0,-0.016738731163310476,0.0,0.0,0.0,1.0666004419326782,-0.0
13805,2,4,121,235,False,0.5,18,3,3,3,0.8819999098777771,1,0,3,1,80,0.5,0,dangerous,harvest,0,-0.125563325154742,0.0,0.0,0.0,0.8499999642372131,-0.0
13808,2,5,121,234,False,0.5,18,3,3,3,1.0666004419326782,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.0644764335220609,0.0,0.0,0.0,1.083400845527649,-0.0
13809,2,5,121,235,False,0.5,18,3,3,3,0.8499999642372131,1,0,3,1,80,0.5,0,dangerous,harvest,0,-0.1625189715716427,0.0,0.0,0.0,0.784000039,-0.0
13812,2,6,121,234,False,0.5,18,3,3,3,1.083400845527649,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.08010502468039042,0.0,0.0,0.0,0.9342002868652344,-0.0
13813,2,6,121,235,False,0.5,18,3,3,3,0.784000039,1,0,3,1,80,0.5,0,dangerous,harvest,0,-0.24334620888683242,0.0,0.0,0.0,2.6169989109039307,-0.0
13816,2,7,121,234,False,0.5,18,3,3,3,0.9342002868652344,1,0,3,0,70,0.5,0,dangerous,harvest,0,-0.06806442384370516,0.0,0.0,0.0,0.850000262,-0.0
13817,2,7,121,235,False,0.5,18,3,3,3,2.6169989109039307,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.9620282073858781,0.0,0.0,2.0,1.5499993562698364,-0.0
13820,2,8,121,234,False,0.5,32,5,3,3,0.850000262,1,-2,4,0,70,0.5,2,dangerous,harvest,0,-0.16251862126252828,2.0,0.0,0.0,1.7335013151168823,0.0
13821,2,8,121,235,False,0.5,32,3,5,4,1.5499993562698364,1,2,4,1,80,0.5,1,dangerous,harvest,1,0.43825451562128603,0.0,0.0,-2.0,1.1669998168945312,2.0
13824,2,9,121,234,False,0.5,18,3,3,4,1.7335013151168823,1,0,3,0,70,0.5,1,dangerous,harvest,1,0.5501432447909846,-2.0,2.0,0.0,1.466601014137268,-0.0
13825,2,9,121,235,False,0.5,18,3,3,3,1.1669998168945312,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.15443619640169132,0.0,0.0,0.0,1.065999984741211,-0.0
13828,2,10,121,234,False,0.5,18,3,3,4,1.466601014137268,1,0,3,0,70,0.5,1,dangerous,harvest,1,0.38294748816598256,0.0,0.0,0.0,1.0167003870010376,-0.0
13829,2,10,121,235,False,0.5,18,3,3,3,1.065999984741211,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.06391331142959165,0.0,0.0,0.0,3.249997615814209,-0.0
13832,2,11,121,234,False,0.5,18,3,3,4,1.0167003870010376,1,0,3,0,70,0.5,1,dangerous,harvest,1,0.016562468943184,0.0,0.0,0.0,1.033400535583496,-0.0
13833,2,11,121,235,False,0.5,18,3,3,3,3.249997615814209,1,0,3,1,80,0.5,0,dangerous,harvest,0,1.178654262745749,0.0,0.0,0.0,1.3169997930526731,-0.0
13836,2,12,121,234,False,0.5,18,3,3,3,1.033400535583496,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.03285485514398503,0.0,0.0,0.0,1.2834007740020752,-0.0
13837,2,12,121,235,False,0.5,18,3,3,3,1.3169997930526731,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.2753562656257278,0.0,0.0,0.0,6.515002250671387,-0.0
13840,2,13,121,234,False,0.5,18,3,3,3,1.2834007740020752,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.24951340942126699,0.0,0.0,0.0,1.0166006088256836,-0.0
13841,2,13,121,235,False,0.5,18,3,3,3,6.515002250671387,1,0,3,1,80,0.5,0,dangerous,harvest,0,1.87410755603667,0.0,0.0,0.0,1.5159999132156372,-0.0
13844,2,14,121,234,False,0.5,18,3,3,3,1.0166006088256836,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.016464324914691526,0.0,0.0,0.0,0.966600537,-0.0
13845,2,14,121,235,False,0.5,18,3,3,3,1.5159999132156372,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.41607522997455637,0.0,0.0,0.0,1.6999998092651367,-0.0
13848,2,15,121,234,False,0.5,18,3,3,3,0.966600537,1,0,3,0,70,0.5,0,dangerous,harvest,0,-0.033969964015752085,0.0,0.0,0.0,0.8501002788543701,-0.0
13849,2,15,121,235,False,0.5,18,3,3,3,1.6999998092651367,1,0,3,1,80,0.5,0,dangerous,harvest,0,0.5306281388651857,0.0,0.0,2.0,1.4339998960494995,-0.0
13852,2,16,121,234,True,0.25,-20,5,3,3,0.8501002788543701,1,-2,4,0,70,0.5,2,dangerous,captured,0,-0.16240096133350407,2.0,0.0,0.0,1.500001072883606,0.0
13853,2,16,121,235,True,0.5,-20,3,5,3,1.4339998960494995,1,2,4,1,80,0.25,0,dangerous,captured,2,0.36046766968753724,0.0,0.0,0.0,1.883999466896057,-0.0
13856,2,17,121,234,False,0.5,32,5,3,3,1.500001072883606,1,-2,4,0,70,0.5,2,dangerous,harvest,0,0.4054658233636459,0.0,-0.0,0.0,0.9334003925323486,0.0
13857,2,17,121,235,False,0.5,32,3,5,4,1.883999466896057,1,2,4,1,80,0.5,1,dangerous,harvest,1,0.6333968931902549,0.0,0.0,-1.0,1.515999674797058,1.0
13860,2,18,121,234,False,0.5,32,4,3,3,0.9334003925323486,1,-1,4,0,70,0.5,1,dangerous,harvest,0,-0.0689210249261753,-1.0,1.0,1.0,1.5166010856628418,1.0
13861,2,18,121,235,False,0.5,32,3,4,3,1.515999674797058,1,1,4,1,80,0.5,0,dangerous,harvest,1,0.416075072706343,0.0,0.0,0.0,1.4499995708465576,-0.0
13864,2,19,121,234,False,0.5,32,4,4,4,1.5166010856628418,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.4164717031375619,0.0,-0.0,0.0,1.2169004678726196,-0.0
13865,2,19,121,235,False,0.5,32,4,4,3,1.4499995708465576,1,0,4,1,80,0.5,1,dangerous,harvest,1,0.37156326046454796,1.0,1.0,0.0,1.6669996976852417,-0.0
13868,2,20,121,234,False,0.5,32,4,4,4,1.2169004678726196,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.19630702583964574,0.0,0.0,0.0,1.5834012031555176,-0.0
13869,2,20,121,235,False,0.5,32,4,4,4,1.6669996976852417,1,0,4,1,80,0.5,0,dangerous,harvest,0,0.5110254224160561,0.0,0.0,0.0,0.9679999947547911,-0.0
13872,2,21,121,234,False,0.5,32,4,4,4,1.5834012031555176,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.45957519361060906,0.0,0.0,0.0,1.3335005044937134,-0.0
13873,2,21,121,235,False,0.5,32,4,4,4,0.9679999947547911,1,0,4,1,80,0.5,0,dangerous,harvest,0,-0.03252319712416424,0.0,0.0,0.0,1.0,-0.0
13876,2,22,121,234,False,0.5,32,4,4,4,1.3335005044937134,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.287807442962855,0.0,0.0,0.0,1.0666007995605469,-0.0
13877,2,22,121,235,False,0.5,32,4,4,4,1.0,1,0,4,1,80,0.5,0,dangerous,harvest,0,0.0,0.0,0.0,0.0,1.0,-0.0
13880,2,23,121,234,False,0.5,32,4,4,4,1.0666007995605469,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.06447676881894869,0.0,0.0,0.0,1.2499008178710938,-0.0
13881,2,23,121,235,False,0.5,32,4,4,4,1.0,1,0,4,1,80,0.5,0,dangerous,harvest,0,0.0,0.0,0.0,0.0,1.0169999599456787,-0.0
13884,2,24,121,234,True,0.5,-20,4,4,4,1.2499008178710938,1,0,4,0,70,0.5,0,dangerous,captured,0,0.22306420246304792,0.0,0.0,0.0,1.3334009647369385,-0.0
13885,2,24,121,235,True,0.5,-20,4,4,3,1.0169999599456787,1,0,4,1,80,0.5,1,dangerous,captured,1,0.016857077681642095,0.0,0.0,0.0,0.9499998688697816,-0.0
13888,2,25,121,234,False,0.5,32,4,4,4,1.3334009647369385,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.2877327947180889,0.0,0.0,0.0,1.2667007446289062,-0.0
13889,2,25,121,235,False,0.5,32,4,4,4,0.9499998688697816,1,0,4,1,80,0.5,0,dangerous,harvest,0,-0.051293432419368894,0.0,0.0,0.0,1.3339996337890625,-0.0
13892,2,26,121,234,False,0.5,32,4,4,4,1.2667007446289062,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.23641568135673324,0.0,0.0,0.0,1.266300916671753,-0.0
13893,2,26,121,235,False,0.5,32,4,4,4,1.3339996337890625,1,0,4,1,80,0.5,0,dangerous,harvest,0,0.2881816729724516,0.0,0.0,0.0,0.999000072,-0.0
13896,2,27,121,234,False,0.5,32,4,4,4,1.266300916671753,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.23609998637193905,0.0,0.0,0.0,1.116600513458252,-0.0
13897,2,27,121,235,False,0.5,32,4,4,4,0.999000072,1,0,4,1,80,0.5,0,dangerous,harvest,0,-0.0010004282615140975,0.0,0.0,0.0,1.100999951,-0.0
13900,2,28,121,234,False,0.5,32,4,4,4,1.116600513458252,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.11028881373483043,0.0,0.0,0.0,1.600001335144043,-0.0
13901,2,28,121,235,False,0.5,32,4,4,4,1.100999951,1,0,4,1,80,0.5,0,dangerous,harvest,0,0.09621881323554639,0.0,0.0,0.0,1.1999999284744265,-0.0
13904,2,29,121,234,False,0.5,32,4,4,4,1.600001335144043,1,0,4,0,70,0.5,0,dangerous,harvest,0,0.47000446371041427,0.0,0.0,0.0,1.3663005828857422,-0.0
13905,2,29,121,235,False,0.5,32,4,4,5,1.1999999284744265,1,0,4,1,80,0.5,1,dangerous,harvest,1,0.18232149718930826,0.0,0.0,0.0,0.950999916,-0.0
13910,1,1,122,236,False,0.25,18,4,2,2,2.999799489974976,1,-2,3,0,70,0.25,2,dangerous,harvest,0,1.0985454497594316,,,1.0,1.633000135421753,1.0
13911,1,1,122,237,False,0.25,18,2,4,5,6.783491134643555,1,2,3,1,70,0.25,3,dangerous,harvest,1,1.9144918860423288,,,-1.0,6.149597644805908,1.0
13914,1,2,122,236,False,0.5,18,3,3,5,1.633000135421753,1,0,3,0,70,0.5,2,dangerous,harvest,2,0.49041889691652607,-1.0,1.0,0.0,1.7662999629974363,-0.0
13915,1,2,122,237,False,0.5,18,3,3,4,6.149597644805908,1,0,3,1,70,0.5,1,dangerous,harvest,1,1.8163866560694135,1.0,1.0,0.0,4.950200080871582,-0.0
13918,1,3,122,236,False,0.75,18,3,3,4,1.7662999629974363,1,0,3,0,70,0.5,1,dangerous,harvest,1,0.5688869422300652,0.0,0.0,2.0,3.082399368286133,-0.0
13919,1,3,122,237,False,0.5,18,3,3,4,4.950200080871582,1,0,3,1,70,0.75,1,dangerous,harvest,1,1.5994279961418147,0.0,0.0,1.0,4.033299922943115,-0.0
13922,1,4,122,236,False,1.0,50,4,5,4,3.082399368286133,1,1,5,0,70,0.25,0,dangerous,harvest,1,1.1257083093875802,1.0,0.0,-2.0,2.8325984477996826,2.0
13923,1,4,122,237,False,0.25,50,5,4,3,4.033299922943115,1,-1,5,1,70,1.0,2,dangerous,harvest,1,1.394584880332454,2.0,0.0,-1.0,2.666599988937378,-1.0
13926,1,5,122,236,False,0.5,18,3,3,5,2.8325984477996826,1,0,3,0,70,0.5,2,dangerous,harvest,2,1.0411944698207733,-1.0,-1.0,2.0,1.9330999851226809,-0.0
13927,1,5,122,237,False,0.5,18,3,3,3,2.666599988937378,1,0,3,1,70,0.5,0,dangerous,harvest,0,0.9808042485506341,-2.0,2.0,1.0,5.234395503997803,-0.0
13930,1,6,122,236,True,0.75,-20,4,5,3,1.9330999851226809,1,1,5,0,70,0.25,1,dangerous,captured,2,0.6591249242494152,1.0,0.0,-2.0,1.549700140953064,2.0
13931,1,6,122,237,True,0.25,-20,5,4,5,5.234395503997803,1,-1,5,1,70,0.75,0,dangerous,captured,1,1.6552513656393921,2.0,0.0,-2.0,2.0159003734588623,-2.0
13934,1,7,122,236,False,0.75,18,2,3,3,1.549700140953064,1,1,3,0,70,0.25,1,dangerous,harvest,0,0.4380614547662129,-2.0,-2.0,1.0,1.6827995777130127,-1.0
13935,1,7,122,237,False,0.25,18,3,2,2,2.0159003734588623,1,-1,3,1,70,0.75,1,dangerous,harvest,0,0.7010659310608646,-2.0,2.0,2.0,3.016601085662842,2.0
13938,1,8,122,236,False,0.5,32,4,4,3,1.6827995777130127,1,0,4,0,70,0.5,1,dangerous,harvest,1,0.5204588217911338,2.0,2.0,0.0,1.733000398,-0.0
13939,1,8,122,237,False,0.5,32,4,4,5,3.016601085662842,1,0,4,1,70,0.5,1,dangerous,harvest,1,1.1041307292481384,1.0,-1.0,0.0,3.0169003009796143,-0.0
13942,1,9,122,236,True,0.5,-20,4,4,4,1.733000398,1,0,4,0,70,0.5,0,dangerous,captured,0,0.5498542403929926,0.0,0.0,-1.0,1.1833000183105469,0.0
13943,1,9,122,237,True,0.5,-20,4,4,5,3.0169003009796143,1,0,4,1,70,0.5,1,dangerous,captured,1,1.1042299138833422,0.0,0.0,-1.0,1.8000012636184692,0.0
13946,1,10,122,236,False,0.5,18,3,3,3,1.1833000183105469,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.16830716088251346,-1.0,-0.0,1.0,1.5327001810073853,-0.0
13947,1,10,122,237,False,0.5,18,3,3,3,1.8000012636184692,1,0,3,1,70,0.5,0,dangerous,harvest,0,0.5877873669121333,-1.0,-0.0,2.0,2.066601276397705,-0.0
13950,1,11,122,236,True,0.0,-20,5,4,4,1.5327001810073853,1,-1,5,0,70,0.75,1,dangerous,captured,0,0.4270310041197919,2.0,0.0,-1.0,0.8333999514579773,-1.0
13951,1,11,122,237,True,0.75,-20,4,5,5,2.066601276397705,1,1,5,1,70,0.0,1,dangerous,captured,0,0.7259053624296431,1.0,0.0,-1.0,2.967299461364746,1.0
13954,1,12,122,236,False,0.25,32,4,3,3,0.8333999514579773,1,-1,4,0,70,0.75,1,dangerous,harvest,0,-0.18224161823955326,-1.0,1.0,1.0,2.398799180984497,1.0
13955,1,12,122,237,False,0.75,32,3,4,4,2.967299461364746,1,1,4,1,70,0.25,1,dangerous,harvest,0,1.0876522669080584,-1.0,-1.0,0.0,2.182500601,-0.0
13958,1,13,122,236,False,0.5,32,4,4,5,2.398799180984497,1,0,4,0,70,0.5,1,dangerous,harvest,1,0.8749682708849862,0.0,-0.0,0.0,1.3499997854232788,-0.0
13959,1,13,122,237,False,0.5,32,4,4,4,2.182500601,1,0,4,1,70,0.5,0,dangerous,harvest,0,0.7804712841038618,1.0,1.0,1.0,2.050900220870972,-0.0
13962,1,14,122,236,True,0.0,-20,5,4,5,1.3499997854232788,1,-1,5,0,70,0.75,0,dangerous,captured,1,0.300104433504606,1.0,0.0,-1.0,1.1999998092651367,-1.0
13963,1,14,122,237,True,0.75,-20,4,5,5,2.050900220870972,1,1,5,1,70,0.0,1,dangerous,captured,0,0.7182788288922013,0.0,0.0,-2.0,1.4333003759384155,2.0
13966,1,15,122,236,True,0.5,-20,3,3,4,1.1999998092651367,1,0,3,0,70,0.5,1,dangerous,captured,1,0.1823213978482226,-2.0,2.0,0.0,1.4167001247406006,-0.0
13967,1,15,122,237,True,0.5,-20,3,3,3,1.4333003759384155,1,0,3,1,70,0.5,0,dangerous,captured,0,0.3599797402357138,-1.0,-1.0,-1.0,1.717700481414795,0.0
13970,1,16,122,236,False,0.75,18,2,3,4,1.4167001247406006,1,1,3,0,70,0.25,2,dangerous,harvest,1,0.3483303114532812,-1.0,-0.0,0.0,0.9831000566482544,-0.0
13971,1,16,122,237,False,0.25,18,3,2,2,1.717700481414795,1,-1,3,1,70,0.75,1,dangerous,harvest,0,0.5409864669279018,0.0,0.0,2.0,2.3833000659942627,2.0
13974,1,17,122,236,True,0.0,-20,4,3,3,0.9831000566482544,1,-1,4,0,70,0.75,1,dangerous,captured,0,-0.017044376987192775,2.0,2.0,0.0,1.2332000732421875,0.0
13975,1,17,122,237,True,0.75,-20,3,4,4,2.3833000659942627,1,1,4,1,70,0.0,1,dangerous,captured,0,0.8684861096163027,0.0,-0.0,-1.0,1.5500001907348633,1.0
13978,1,18,122,236,False,0.5,18,3,3,6,1.2332000732421875,1,0,3,0,70,0.5,3,dangerous,harvest,3,0.20961247642183467,-1.0,1.0,0.0,1.0661001205444336,-0.0
13979,1,18,122,237,False,0.5,18,3,3,3,1.5500001907348633,1,0,3,1,70,0.5,0,dangerous,harvest,0,0.4382550539858982,0.0,0.0,1.0,1.916600227355957,-0.0
13982,1,19,122,236,False,0.5,32,4,3,4,1.0661001205444336,1,-1,4,0,70,0.75,0,dangerous,harvest,1,0.06400724304476117,1.0,0.0,1.0,2.733300209,1.0
13983,1,19,122,237,False,0.75,32,3,4,4,1.916600227355957,1,1,4,1,70,0.5,1,dangerous,harvest,0,0.6505529015521432,0.0,0.0,0.0,2.1002004146575928,-0.0
13986,1,20,122,236,False,0.5,32,4,4,6,2.733300209,1,0,4,0,70,0.5,2,dangerous,harvest,2,1.0055097468701295,0.0,-0.0,0.0,1.6664998531341553,-0.0
13987,1,20,122,237,False,0.5,32,4,4,4,2.1002004146575928,1,0,4,1,70,0.5,0,dangerous,harvest,0,0.7420327757269295,1.0,1.0,-1.0,1.5168007612228394,0.0
13990,1,21,122,236,False,0.75,32,3,4,5,1.6664998531341553,1,1,4,0,70,0.25,2,dangerous,harvest,1,0.5107255306373337,-1.0,-0.0,-1.0,1.7995996475219729,1.0
13991,1,21,122,237,False,0.25,32,4,3,3,1.5168007612228394,1,-1,4,1,70,0.75,1,dangerous,harvest,0,0.41660335437954354,0.0,0.0,0.0,1.7500014305114746,0.0
13994,1,22,122,236,False,0.5,18,3,3,4,1.7995996475219729,1,0,3,0,70,0.5,1,dangerous,harvest,1,0.5875642221202093,0.0,0.0,1.0,2.849999189376831,-0.0
13995,1,22,122,237,False,0.5,18,3,3,3,1.7500014305114746,1,0,3,1,70,0.5,0,dangerous,harvest,0,0.559616605370217,-1.0,1.0,1.0,1.5498011112213137,-0.0
13998,1,23,122,236,False,0.5,32,4,4,6,2.849999189376831,1,0,4,0,70,0.5,2,dangerous,harvest,2,1.0473187098513366,1.0,0.0,1.0,2.549299716949463,-0.0
13999,1,23,122,237,False,0.5,32,4,4,4,1.5498011112213137,1,0,4,1,70,0.5,0,dangerous,harvest,0,0.43812660735694964,1.0,0.0,-1.0,2.1502013206481934,0.0
14002,1,24,122,236,True,0.75,-20,3,5,5,2.549299716949463,1,2,4,0,70,0.0,2,dangerous,captured,0,0.9358187006510045,-1.0,-0.0,-2.0,0.7995001673698425,2.0
14003,1,24,122,237,True,0.0,-20,5,3,3,2.1502013206481934,1,-2,4,1,70,0.75,2,dangerous,captured,0,0.765561475266641,1.0,0.0,-1.0,1.1990004777908323,-1.0
14006,1,25,122,236,True,0.75,-20,2,3,3,0.7995001673698425,1,1,3,0,70,0.25,1,dangerous,captured,0,-0.22376853736500743,-1.0,-1.0,-1.0,0.7499001026153564,1.0
14007,1,25,122,237,True,0.25,-20,3,2,2,1.1990004777908323,1,-1,3,1,70,0.75,1,dangerous,captured,0,0.18148827453640062,-2.0,2.0,0.0,1.399800419807434,0.0
14010,1,26,122,236,False,0.5,8,2,2,2,0.7499001026153564,1,0,2,0,70,0.5,0,dangerous,harvest,0,-0.2878152778360823,0.0,0.0,0.0,0.650600016,-0.0
14011,1,26,122,237,False,0.5,8,2,2,2,1.399800419807434,1,0,2,1,70,0.5,0,dangerous,harvest,0,0.3363296691785538,-1.0,1.0,2.0,1.450100064277649,-0.0
14014,1,27,122,236,False,0.5,18,4,2,3,0.650600016,1,-2,3,0,70,0.75,1,dangerous,harvest,1,-0.42986024035020265,2.0,0.0,1.0,0.9660999178886414,1.0
14015,1,27,122,237,False,0.75,18,2,4,4,1.450100064277649,1,2,3,1,70,0.5,2,dangerous,harvest,0,0.37163256389806754,0.0,0.0,-1.0,1.3491004705429075,1.0
14018,1,28,122,236,True,0.5,-20,3,3,4,0.9660999178886414,1,0,3,0,70,0.5,1,dangerous,captured,1,-0.03448801545128482,-1.0,1.0,-1.0,0.6494999527931213,0.0
14019,1,28,122,237,True,0.5,-20,3,3,3,1.3491004705429075,1,0,3,1,70,0.5,0,dangerous,captured,0,0.29943805224539727,1.0,1.0,0.0,1.1500000953674316,-0.0
14022,1,29,122,236,False,0.25,18,3,2,2,0.6494999527931213,1,-1,3,0,70,0.75,1,dangerous,harvest,0,-0.43155251555336177,0.0,0.0,1.0,0.833299994,1.0
14023,1,29,122,237,False,0.75,18,2,3,3,1.1500000953674316,1,1,3,1,70,0.25,1,dangerous,harvest,0,0.13976202530335669,-1.0,-0.0,1.0,1.917201042175293,-1.0
13912,2,1,122,236,False,0.5,50,5,5,6,2.0162999629974365,0,0,5,0,70,0.5,1,safe,harvest,1,0.7012641303101774,,,1.0,1.5326004028320312,-0.0
13913,2,1,122,237,False,0.5,50,5,5,5,1.6008002758026123,0,0,5,1,70,0.5,0,safe,harvest,0,0.4705036765778592,,,-1.0,1.733400583267212,0.0
13916,2,2,122,236,False,0.75,50,4,6,7,1.5326004028320312,0,2,5,0,70,0.5,3,safe,harvest,1,0.4269659023963816,-1.0,-0.0,0.0,1.3832998275756836,-0.0
13917,2,2,122,237,False,0.5,50,6,4,5,1.733400583267212,0,-2,5,1,70,0.75,1,safe,harvest,1,0.5500851342054236,1.0,0.0,0.0,1.4837002754211426,0.0
13920,2,3,122,236,True,0.75,-20,4,6,4,1.3832998275756836,0,2,5,0,70,0.25,0,safe,captured,2,0.32447182425153703,0.0,0.0,-1.0,1.4831000566482544,1.0
13921,2,3,122,237,True,0.25,-20,6,4,4,1.4837002754211426,0,-2,5,1,70,0.75,2,safe,captured,0,0.39453915360588204,0.0,-0.0,0.0,2.500000238418579,0.0
13924,2,4,122,236,False,0.75,50,4,5,4,1.4831000566482544,0,1,5,0,70,0.25,0,safe,harvest,1,0.39413452996162185,0.0,0.0,0.0,1.7827004194259644,-0.0
13925,2,4,122,237,False,0.25,50,5,4,3,2.500000238418579,0,-1,5,1,70,0.75,2,safe,harvest,1,0.9162908272415822,-1.0,1.0,1.0,2.400000095367432,1.0
13928,2,5,122,236,True,0.75,-20,5,5,4,1.7827004194259644,0,0,5,0,70,0.5,1,safe,captured,1,0.5781293042513366,1.0,1.0,3.0,1.9661003351211548,-0.0
13929,2,5,122,237,True,0.5,-20,5,5,5,2.400000095367432,0,0,5,1,70,0.75,0,safe,captured,0,0.8754687770903292,0.0,-0.0,0.0,1.800100803375244,-0.0
13932,2,6,122,236,False,1.0,98,5,8,4,1.9661003351211548,0,3,7,0,70,0.25,1,safe,harvest,4,0.6760520555809933,0.0,0.0,-3.0,1.749900221824646,3.0
13933,2,6,122,237,False,0.25,98,8,5,6,1.800100803375244,0,-3,7,1,70,1.0,2,safe,harvest,1,0.587842665209208,3.0,0.0,2.0,2.6832993030548096,2.0
13936,2,7,122,236,False,0.5,72,7,5,5,1.749900221824646,0,-2,6,0,70,0.75,2,safe,harvest,0,0.5595587702097408,2.0,2.0,0.0,1.5665000677108765,0.0
13937,2,7,122,237,False,0.75,72,5,7,5,2.6832993030548096,0,2,6,1,70,0.5,0,safe,harvest,2,0.9870471205905686,-3.0,3.0,-2.0,1.6499005556106567,2.0
13940,2,8,122,236,False,0.5,50,5,5,6,1.5665000677108765,0,0,5,0,70,0.5,1,safe,harvest,1,0.44884387463441516,-2.0,2.0,1.0,1.8997997045516968,-0.0
13941,2,8,122,237,False,0.5,50,5,5,5,1.6499005556106567,0,0,5,1,70,0.5,0,safe,harvest,0,0.5007150167693457,0.0,0.0,1.0,2.050000667572021,-0.0
13944,2,9,122,236,True,0.5,-20,6,6,6,1.8997997045516968,0,0,6,0,70,0.5,0,safe,captured,0,0.6417484619584559,1.0,0.0,-1.0,1.999500393867493,0.0
