attack,selfBlame,jointMoney,partnerStep,playerStep,prediction,share,split_rt,step_rt,trial,room,block,playerID,predatorType,player_partner_diff,finalStep,subID
FALSE,0.75,32,3,4,4,0,2.3835999965667725,3.150099039077759,16,2,2,0,1,1,4,13
FALSE,0.25,32,4,3,5,0,5.323699951171875,3.666999578475952,17,2,2,1,1,-1,4,46
FALSE,0.5,32,3,4,5,0,2.0834996700286865,1.4498001337051392,17,2,2,0,1,1,4,13
FALSE,0.5,8,1,3,4,0,6.390200138092041,4.158000469207764,18,2,2,1,1,2,2,46
FALSE,0.25,8,3,1,5,0,5.233597755432129,8,18,2,2,0,1,-2,2,13
FALSE,0.5,18,3,3,5,0,8,3.5079002380371094,19,2,2,1,1,0,3,46
FALSE,0.5,18,3,3,3,0,1.833799839019776,3.499900579452514,19,2,2,0,1,0,3,13
TRUE,0.5,18,3,3,5,0,1.9290000200271609,3.753599882125856,20,2,2,1,1,0,3,46
TRUE,0.25,18,3,3,3,0,2.249799489974976,1.7166998386383057,20,2,2,0,1,0,3,13
TRUE,0.5,32,4,3,5,0,5.408401012420654,2.6154003143310547,21,2,2,1,1,-1,4,46
TRUE,0.75,32,3,4,4,0,4.100200176239014,1.7331998348236084,21,2,2,0,1,1,4,13
TRUE,0.25,32,4,3,5,0,2.762700080871582,2.695700168609619,22,2,2,1,1,-1,4,46
TRUE,0,32,3,4,7,0,2.533899545669556,3.183699131011963,22,2,2,0,1,1,4,13
FALSE,0.25,72,8,3,4,0,4.188600063323975,4.456699848175049,23,2,2,1,1,-5,6,46
FALSE,0.75,72,3,8,6,0,2.7831993103027344,3.516500711,23,2,2,0,1,5,6,13
TRUE,0.25,50,6,3,5,0,2.639500141143799,3.421799421310425,24,2,2,1,1,-3,5,46
TRUE,0.75,50,3,6,8,0,2.933199644088745,4.316499710083008,24,2,2,0,1,3,5,13
FALSE,0.25,32,4,3,5,0,3.721899986,2.6129000186920166,25,2,2,1,1,-1,4,46
FALSE,0.5,32,3,4,4,0,2.750498056411743,2.150099277496338,25,2,2,0,1,1,4,13
FALSE,0.25,32,4,3,5,0,3.266200065612793,2.6085000038146973,26,2,2,1,1,-1,4,46
FALSE,0.5,32,3,4,4,0,2.3497002124786377,5.932999610900879,26,2,2,0,1,1,4,13
FALSE,0.5,32,4,3,5,0,5.549600124359131,2.204699993133545,27,2,2,1,1,-1,4,46
FALSE,0.5,32,3,4,4,0,1.8005000352859497,1.983099579811096,27,2,2,0,1,1,4,13
FALSE,0.5,18,3,3,5,0,3.1309001445770264,2.526399850845337,28,2,2,1,1,0,3,46
FALSE,0.5,18,3,3,-1,0,2.9995996952056885,7.933394908905029,28,2,2,0,1,0,3,13
TRUE,0.5,18,3,3,5,0,8,2.6122000217437744,29,2,2,1,1,0,3,46
TRUE,0.5,18,3,3,3,0,8,2.882699489593506,29,2,2,0,1,0,3,13
TRUE,0.25,32,4,3,5,0,3.120300293,3.045999526977539,30,2,2,1,1,-1,4,46
TRUE,0.5,32,3,4,6,0,1.6995998620986938,6.35089922,30,2,2,0,1,1,4,13
TRUE,0.5,162,9,8,-1,0,8,8,1,3,1,0,1,-1,9,31
TRUE,0.5,162,8,9,-1,0,8,8,1,3,1,1,1,1,9,45
FALSE,0.5,18,3,3,3,0,3.8184986114501953,2.766698837280273,2,3,1,0,1,0,3,31
FALSE,0.5,18,3,3,-1,0,8,7.540989875793457,2,3,1,1,1,0,3,45
FALSE,0.5,18,3,3,3,0,1.3170000314712524,1.4015001058578491,3,3,1,0,1,0,3,31
FALSE,0.5,18,3,3,-1,0,8,3.570199012756348,3,3,1,1,1,0,3,45
FALSE,0.5,18,2,3,3,0,1.3336997032165527,1.1837998628616333,4,3,1,0,1,1,3,31
FALSE,0.25,18,3,2,-1,0,6.689886569976807,6.857091426849365,4,3,1,1,1,-1,3,45
FALSE,0.5,18,3,3,3,0,3.1012990474700928,0.8500001430511475,5,3,1,0,1,0,3,31
FALSE,0.5,18,3,3,-1,0,3.219799041748047,4.287599086761475,5,3,1,1,1,0,3,45
FALSE,0.5,18,2,3,3,0,1.184000015258789,1.0668998956680298,6,3,1,0,1,1,3,31
FALSE,0.25,18,3,2,-1,0,6.573191165924072,3.2862987518310547,6,3,1,1,1,-1,3,45
FALSE,0.5,32,3,4,4,0,1.2010999917984009,1.0166001319885254,7,3,1,0,1,1,4,31
FALSE,0.25,32,4,3,2,0,6.072992802,5.872689723968506,7,3,1,1,1,-1,4,45
FALSE,0.5,32,3,4,4,0,2.4668996334075928,1.4007000923156738,8,3,1,0,1,1,4,31
FALSE,0.25,32,4,3,2,0,7.607386112213135,3.170097827911377,8,3,1,1,1,-1,4,45
TRUE,0.5,32,3,4,3,0,1.6003000736236572,1.833999514579773,9,3,1,0,1,1,4,31
TRUE,0.25,32,4,3,2,0,6.406295776367188,2.385699987411499,9,3,1,1,1,-1,4,45
FALSE,0.5,50,3,6,5,0,1.4333997964859009,2.666499853134156,10,3,1,0,1,3,5,31
FALSE,0.25,50,6,3,0,0,4.887895584106445,2.9364006519317627,10,3,1,1,1,-3,5,45
FALSE,0.5,32,4,4,4,0,1.0673002004623413,1.482800006866455,11,3,1,0,1,0,4,31
FALSE,0.5,32,4,4,-1,0,6.189490795135498,3.286299705505371,11,3,1,1,1,0,4,45
FALSE,0.5,32,2,5,5,0,0.9836999773979188,1.7337005138397217,12,3,1,0,1,3,4,31
FALSE,0.25,32,5,2,0,0,0.2000999897718429,3.269899845123291,12,3,1,1,1,-3,4,45
TRUE,1,50,4,5,4,0,1.8500999212265008,1.5677999258041382,13,3,1,0,1,1,5,31
